protocol_mode,transaction_id,profile_id,pid_h,mno,lifecycle_link,event,counter,event_time_unix,semantic_scope
aura_rsp,C70FA2EF6480126EF57A563BF723F17A,PROFILE-864ab69910015a5fee17,fe8f9f259f17910be2f1a6cabda0c5c7a619ed52c00fdc3f65652f223ad4fc51,MNO-B,xpIwyvMBr_OhXex0uAQBVS9jBRS69QdtG7Bf8emPiWU,installed,2,1802120070,controlled_audit_log
aura_rsp,C70FA2EF6480126EF57A563BF723F17A,PROFILE-864ab69910015a5fee17,fe8f9f259f17910be2f1a6cabda0c5c7a619ed52c00fdc3f65652f223ad4fc51,MNO-B,xpIwyvMBr_OhXex0uAQBVS9jBRS69QdtG7Bf8emPiWU,enabled,3,1802120080,controlled_audit_log
standard_rsp,B8A61A1C8D98369B19E319D9CFB11BB7,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,89049032000000000000000000000092,downloaded,1,1800129203,controlled_audit_log
standard_rsp,B8A61A1C8D98369B19E319D9CFB11BB7,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,89049032000000000000000000000092,installed,2,1800129213,controlled_audit_log
standard_rsp,B8A61A1C8D98369B19E319D9CFB11BB7,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,89049032000000000000000000000092,enabled,3,1800129223,controlled_audit_log
aura_rsp,48F5C6A8E9558083A708DB30E14FEE7B,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,gE_tqBN7IBUOYjp-DQ0L1IMZ0TcDZz5CTUOezkR7tbk,downloaded,1,1800129203,controlled_audit_log
aura_rsp,48F5C6A8E9558083A708DB30E14FEE7B,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,gE_tqBN7IBUOYjp-DQ0L1IMZ0TcDZz5CTUOezkR7tbk,installed,2,1800129213,controlled_audit_log
aura_rsp,48F5C6A8E9558083A708DB30E14FEE7B,PROFILE-921b8ed9febe003d7c60,711f64b357edabbb7382e7403c308410c24cfedce4e7ed171590dc5ad82a93e4,MNO-D,gE_tqBN7IBUOYjp-DQ0L1IMZ0TcDZz5CTUOezkR7tbk,enabled,3,1800129223,controlled_audit_log
standard_rsp,65BED463DF7FADBB8C920EAA12395F1E,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,89049032000000000000000000000198,downloaded,1,1801856490,controlled_audit_log
standard_rsp,65BED463DF7FADBB8C920EAA12395F1E,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,89049032000000000000000000000198,installed,2,1801856500,controlled_audit_log
standard_rsp,65BED463DF7FADBB8C920EAA12395F1E,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,89049032000000000000000000000198,enabled,3,1801856510,controlled_audit_log
aura_rsp,B786AE8C5F0A119DFE9478023DF6FD9A,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,ShknQEPgxGsMXwZkueQeiqdzuDpF7shvIQ8olwTOY6Y,downloaded,1,1801856490,controlled_audit_log
aura_rsp,B786AE8C5F0A119DFE9478023DF6FD9A,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,ShknQEPgxGsMXwZkueQeiqdzuDpF7shvIQ8olwTOY6Y,installed,2,1801856500,controlled_audit_log
aura_rsp,B786AE8C5F0A119DFE9478023DF6FD9A,PROFILE-c2000059b77947121102,97ca8afd79a1c6c50bf31fed83936480de682dc572da597ecc8faefae1d98594,MNO-C,ShknQEPgxGsMXwZkueQeiqdzuDpF7shvIQ8olwTOY6Y,enabled,3,1801856510,controlled_audit_log
standard_rsp,D55231B55CF3C6AB72FC5EB89FC35732,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,89049032000000000000000000000026,downloaded,1,1801122776,controlled_audit_log
standard_rsp,D55231B55CF3C6AB72FC5EB89FC35732,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,89049032000000000000000000000026,installed,2,1801122786,controlled_audit_log
standard_rsp,D55231B55CF3C6AB72FC5EB89FC35732,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,89049032000000000000000000000026,enabled,3,1801122796,controlled_audit_log
aura_rsp,25148210950FAB1712D7E80DF6FC4B23,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,Ph5PjUJp1379JDGSIIXAmqaM0hdjdajNTl41MIYEOvQ,downloaded,1,1801122776,controlled_audit_log
aura_rsp,25148210950FAB1712D7E80DF6FC4B23,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,Ph5PjUJp1379JDGSIIXAmqaM0hdjdajNTl41MIYEOvQ,installed,2,1801122786,controlled_audit_log
aura_rsp,25148210950FAB1712D7E80DF6FC4B23,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,MNO-D,Ph5PjUJp1379JDGSIIXAmqaM0hdjdajNTl41MIYEOvQ,enabled,3,1801122796,controlled_audit_log
standard_rsp,C0E8CA0A8758CEC8ADC0D7228F2A7E3F,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,89049032000000000000000000000130,downloaded,1,1800000710,controlled_audit_log
standard_rsp,C0E8CA0A8758CEC8ADC0D7228F2A7E3F,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,89049032000000000000000000000130,installed,2,1800000720,controlled_audit_log
standard_rsp,C0E8CA0A8758CEC8ADC0D7228F2A7E3F,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,89049032000000000000000000000130,enabled,3,1800000730,controlled_audit_log
aura_rsp,D4C9491EF084FEF778823FE9CEB2E0FF,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,3mxiguytc_mPUG8bFmin0yPuN5iDcOCtF0x43GgjQSw,downloaded,1,1800000710,controlled_audit_log
aura_rsp,D4C9491EF084FEF778823FE9CEB2E0FF,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,3mxiguytc_mPUG8bFmin0yPuN5iDcOCtF0x43GgjQSw,installed,2,1800000720,controlled_audit_log
aura_rsp,D4C9491EF084FEF778823FE9CEB2E0FF,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,MNO-C,3mxiguytc_mPUG8bFmin0yPuN5iDcOCtF0x43GgjQSw,enabled,3,1800000730,controlled_audit_log
standard_rsp,B4F33C1D22051F22703A2B13E3440885,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,89049032000000000000000000000238,downloaded,1,1800902281,controlled_audit_log
standard_rsp,B4F33C1D22051F22703A2B13E3440885,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,89049032000000000000000000000238,installed,2,1800902291,controlled_audit_log
standard_rsp,B4F33C1D22051F22703A2B13E3440885,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,89049032000000000000000000000238,enabled,3,1800902301,controlled_audit_log
aura_rsp,9FC6F682A9D82100BEC5A65A03651350,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,2CbtvHXZUCaPl4CDu1jgWOVard0HDmGVkmgAvSZorJM,downloaded,1,1800902281,controlled_audit_log
aura_rsp,9FC6F682A9D82100BEC5A65A03651350,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,2CbtvHXZUCaPl4CDu1jgWOVard0HDmGVkmgAvSZorJM,installed,2,1800902291,controlled_audit_log
aura_rsp,9FC6F682A9D82100BEC5A65A03651350,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,MNO-B,2CbtvHXZUCaPl4CDu1jgWOVard0HDmGVkmgAvSZorJM,enabled,3,1800902301,controlled_audit_log
standard_rsp,3A34C04C847F9B518F0069F8C46C5259,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,89049032000000000000000000000076,downloaded,1,1801778775,controlled_audit_log
standard_rsp,3A34C04C847F9B518F0069F8C46C5259,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,89049032000000000000000000000076,installed,2,1801778785,controlled_audit_log
standard_rsp,3A34C04C847F9B518F0069F8C46C5259,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,89049032000000000000000000000076,enabled,3,1801778795,controlled_audit_log
aura_rsp,3AA6CE949ABEAF7DD38F70F40562DA28,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,dUXseKGeuvSszkNQ86OnhNHga3GgNVYqKCS3Aguu5jM,downloaded,1,1801778775,controlled_audit_log
aura_rsp,3AA6CE949ABEAF7DD38F70F40562DA28,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,dUXseKGeuvSszkNQ86OnhNHga3GgNVYqKCS3Aguu5jM,installed,2,1801778785,controlled_audit_log
aura_rsp,3AA6CE949ABEAF7DD38F70F40562DA28,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,MNO-A,dUXseKGeuvSszkNQ86OnhNHga3GgNVYqKCS3Aguu5jM,enabled,3,1801778795,controlled_audit_log
standard_rsp,D37F5A9AE2C8916EF175F4735048193A,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,89049032000000000000000000000055,downloaded,1,1802259072,controlled_audit_log
standard_rsp,D37F5A9AE2C8916EF175F4735048193A,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,89049032000000000000000000000055,installed,2,1802259082,controlled_audit_log
standard_rsp,D37F5A9AE2C8916EF175F4735048193A,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,89049032000000000000000000000055,enabled,3,1802259092,controlled_audit_log
aura_rsp,79C76C28D80F9D994B31B21B14D7DD83,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,A2-2e9ecavZfwlB1ur5NooKfjp_ZYeaQXEK0ks3GBtM,downloaded,1,1802259072,controlled_audit_log
aura_rsp,79C76C28D80F9D994B31B21B14D7DD83,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,A2-2e9ecavZfwlB1ur5NooKfjp_ZYeaQXEK0ks3GBtM,installed,2,1802259082,controlled_audit_log
aura_rsp,79C76C28D80F9D994B31B21B14D7DD83,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,MNO-B,A2-2e9ecavZfwlB1ur5NooKfjp_ZYeaQXEK0ks3GBtM,enabled,3,1802259092,controlled_audit_log
standard_rsp,A4A0C3014ED6D0CCF2266D9A344D0A7A,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,89049032000000000000000000000049,downloaded,1,1802578805,controlled_audit_log
standard_rsp,A4A0C3014ED6D0CCF2266D9A344D0A7A,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,89049032000000000000000000000049,installed,2,1802578815,controlled_audit_log
standard_rsp,A4A0C3014ED6D0CCF2266D9A344D0A7A,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,89049032000000000000000000000049,enabled,3,1802578825,controlled_audit_log
aura_rsp,0E502FD22FFC2153D0C379AF4ADFF0DF,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,o8jAl5t7vQhTL84eIPu8lLv9xCrrF3Q7jj9MN7F6RyQ,downloaded,1,1802578805,controlled_audit_log
aura_rsp,0E502FD22FFC2153D0C379AF4ADFF0DF,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,o8jAl5t7vQhTL84eIPu8lLv9xCrrF3Q7jj9MN7F6RyQ,installed,2,1802578815,controlled_audit_log
aura_rsp,0E502FD22FFC2153D0C379AF4ADFF0DF,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,MNO-B,o8jAl5t7vQhTL84eIPu8lLv9xCrrF3Q7jj9MN7F6RyQ,enabled,3,1802578825,controlled_audit_log
standard_rsp,E32E0833EA84EBD5C9C39C9A52DFEB48,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,89049032000000000000000000000220,downloaded,1,1801488291,controlled_audit_log
standard_rsp,E32E0833EA84EBD5C9C39C9A52DFEB48,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,89049032000000000000000000000220,installed,2,1801488301,controlled_audit_log
standard_rsp,E32E0833EA84EBD5C9C39C9A52DFEB48,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,89049032000000000000000000000220,enabled,3,1801488311,controlled_audit_log
aura_rsp,FD94CA2D844834A781DBF1141C2CFACA,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,wNj0YuIl_nN9BkuzTpYCNfJ6qCzuxe7hpz0DaGE2nrk,downloaded,1,1801488291,controlled_audit_log
aura_rsp,FD94CA2D844834A781DBF1141C2CFACA,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,wNj0YuIl_nN9BkuzTpYCNfJ6qCzuxe7hpz0DaGE2nrk,installed,2,1801488301,controlled_audit_log
aura_rsp,FD94CA2D844834A781DBF1141C2CFACA,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,MNO-B,wNj0YuIl_nN9BkuzTpYCNfJ6qCzuxe7hpz0DaGE2nrk,enabled,3,1801488311,controlled_audit_log
standard_rsp,695E36428079FF1375C95BCEF98BF2A8,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,89049032000000000000000000000094,downloaded,1,1800465476,controlled_audit_log
standard_rsp,695E36428079FF1375C95BCEF98BF2A8,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,89049032000000000000000000000094,installed,2,1800465486,controlled_audit_log
standard_rsp,695E36428079FF1375C95BCEF98BF2A8,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,89049032000000000000000000000094,enabled,3,1800465496,controlled_audit_log
aura_rsp,A50C93C927466728E46D70383A9EA30B,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,3yZMDU_6qZ2vwhtunRxeky31jcenu_gmVsH8ckyW0A8,downloaded,1,1800465476,controlled_audit_log
aura_rsp,A50C93C927466728E46D70383A9EA30B,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,3yZMDU_6qZ2vwhtunRxeky31jcenu_gmVsH8ckyW0A8,installed,2,1800465486,controlled_audit_log
aura_rsp,A50C93C927466728E46D70383A9EA30B,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,MNO-C,3yZMDU_6qZ2vwhtunRxeky31jcenu_gmVsH8ckyW0A8,enabled,3,1800465496,controlled_audit_log
standard_rsp,27BE201B37425D17B5743084900BE022,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,89049032000000000000000000000227,downloaded,1,1801601816,controlled_audit_log
standard_rsp,27BE201B37425D17B5743084900BE022,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,89049032000000000000000000000227,installed,2,1801601826,controlled_audit_log
standard_rsp,27BE201B37425D17B5743084900BE022,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,89049032000000000000000000000227,enabled,3,1801601836,controlled_audit_log
aura_rsp,0E14EEFB4EA755F5B0C020A83A0F89A5,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,lP_dIxYuBlDtjbPLpW6SawZUnvzWD6TDnfwQD9waeR4,downloaded,1,1801601816,controlled_audit_log
aura_rsp,0E14EEFB4EA755F5B0C020A83A0F89A5,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,lP_dIxYuBlDtjbPLpW6SawZUnvzWD6TDnfwQD9waeR4,installed,2,1801601826,controlled_audit_log
aura_rsp,0E14EEFB4EA755F5B0C020A83A0F89A5,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,MNO-A,lP_dIxYuBlDtjbPLpW6SawZUnvzWD6TDnfwQD9waeR4,enabled,3,1801601836,controlled_audit_log
standard_rsp,133E235615A370AB8881DAA1FB1648C8,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,89049032000000000000000000000084,downloaded,1,1800813798,controlled_audit_log
standard_rsp,133E235615A370AB8881DAA1FB1648C8,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,89049032000000000000000000000084,installed,2,1800813808,controlled_audit_log
standard_rsp,133E235615A370AB8881DAA1FB1648C8,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,89049032000000000000000000000084,enabled,3,1800813818,controlled_audit_log
aura_rsp,C352FD859C1DE797647E6C1BE4DA3131,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,GscqF77dw9Fi4zlXbrG18w3MGsfzTNIbO9s_zlIsqAA,downloaded,1,1800813798,controlled_audit_log
aura_rsp,C352FD859C1DE797647E6C1BE4DA3131,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,GscqF77dw9Fi4zlXbrG18w3MGsfzTNIbO9s_zlIsqAA,installed,2,1800813808,controlled_audit_log
aura_rsp,C352FD859C1DE797647E6C1BE4DA3131,PROFILE-170f8177e789f63ef9d4,cd62907ef5cfef09296c6246cdf80ad57a93479436a3051b190220b294c26d2f,MNO-B,GscqF77dw9Fi4zlXbrG18w3MGsfzTNIbO9s_zlIsqAA,enabled,3,1800813818,controlled_audit_log
standard_rsp,DB458F2220E79471D63005721CD49CEE,PROFILE-9e4a61288375de83dc07,6bb806c6087c54e7ed89deb23744a0ce305f8dbc947f8b531256dfa3e86a3afb,MNO-C,89049032000000000000000000000136,downloaded,1,1801814795,controlled_audit_log
standard_rsp,DB458F2220E79471D63005721CD49CEE,PROFILE-9e4a61288375de83dc07,6bb806c6087c54e7ed89deb23744a0ce305f8dbc947f8b531256dfa3e86a3afb,MNO-C,89049032000000000000000000000136,installed,2,1801814805,controlled_audit_log
standard_rsp,DB458F2220E79471D63005721CD49CEE,PROFILE-9e4a61288375de83dc07,6bb806c6087c54e7ed89deb23744a0ce305f8dbc947f8b531256dfa3e86a3afb,MNO-C,89049032000000000000000000000136,enabled,3,1801814815,controlled_audit_log
aura_rsp,21BA738A67D7CBAC3F7D8977990CF376,PROFILE-9e4a61288375de83dc07,6bb806c6087c54e7ed89deb23744a0ce305f8dbc947f8b531256dfa3e86a3afb,MNO-C,HUUukPzQyByzT_pBmgdrdtmZJCbr7-IIESdPBLJufXY,downloaded,1,1801814795,controlled_audit_log
aura_rsp,21BA738A67D7CBAC3F7D8977990CF376,PROFILE-9e4a61288375de83dc07,6bb806c6087c54e7ed89deb23744a0ce305f8dbc947f8b531256dfa3e86a3afb,MNO-C,HUUukPzQyByzT_pBmgdrdtmZJCbr7-IIESdPBLJufXY,installed,2,1801814805,controlled_audit_log
