protocol_mode,transaction_id,I_ac,sid,pid_h,op,mno,profile_id,profile_hash,profile_size,authentication_result,download_result,install_result,event_time_unix,network_egress,smdpp,eid,euicc_certificate_fingerprint,euicc_public_key_fingerprint,euicc_signature_hash,matching_id,server_challenge,nu,lph,opid,vk_t,proof_hash,Bind_t_hash,session_public_key
aura_rsp,25148210950FAB1712D7E80DF6FC4B23,IAC-207D03AA4EF306E9CFA878D985E4A460,aura-smdpp.test,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,download,MNO-D,PROFILE-44eea199345c705ed2b2,87ab971563caba24ab2e92e89037073dd31a7f76e9ae7c190b9a04c70fe9e1ed,12207,accepted,completed,confirmed,1801122766,198.51.100.10,shared-smdpp.test,,,,,,,Nosu0L-6Lr4E4dQnzrlJ_CE1wGoZyy0kckI5b7s6vZnT7R_9i2LddhcGB4_xjw1L,Ph5PjUJp1379JDGSIIXAmqaM0hdjdajNTl41MIYEOvQ,5anlETXeUva0DnyHcjpF7g,kgETIKzO7Dl4RL7iRZzuw8RF_Jcv1JOzNVJ8AfazJ1w,7301f6feb55dd8a7eb15e8b4869373fea01e72902b85c994082d9d8c78bd0190,cbba1f6e9addf4140c6a1c9b201b9633e0a0ca17625de845ba81e54108767e6b,PaNdzmzUU8DOTdswFStMY3kmfos7yGT2_wAJPolJbbWQyra6zXvq4VheDDYm3p0vU_qOhvpbdL5RmWU6y-9a4Z4
standard_rsp,C0E8CA0A8758CEC8ADC0D7228F2A7E3F,MID-CD5AFD36FCC6D929DFDFF93BFF07D29C,aura-smdpp.test,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,download,MNO-C,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,12207,accepted,completed,confirmed,1800000700,198.51.100.10,shared-smdpp.test,89049032000000000000000000000130,a905fddbadff43bc58946ab31b8808d059bc2319244fa22dacab84f56fe686a7,a8415516f77080f8c55d565e84949822b44e93321f020267dad3594771911207,3f40d86b7529d88b3264171c271ddbd8e7a7a10e094ecfcb9be1ae60306ce39c,MID-CD5AFD36FCC6D929DFDFF93BFF07D29C,afb288b1005d2f410fd20bd46cabd382,,,,,,,
aura_rsp,D4C9491EF084FEF778823FE9CEB2E0FF,IAC-0D4478E7278427E4B9C94BA3C833EF6D,aura-smdpp.test,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,download,MNO-C,PROFILE-9b93ac71fa0af7062314,ea94484232d488da3e149ca6d9cc2849c8be28d565340a07abf088c772c49222,12207,accepted,completed,confirmed,1800000700,198.51.100.10,shared-smdpp.test,,,,,,,m1kxheFxFObQBbjK6FNA5BojpXR4EkKyO9Nc-U8xXxEO6UCRw-bfp0PLcUFWq3fi,3mxiguytc_mPUG8bFmin0yPuN5iDcOCtF0x43GgjQSw,WLchZTkIdpvRieZIvFDzPg,XfHwHNm8LJ2-3eFV0nwcwUgktXXF1TMtoqK4rfgMxPM,e197329ddd2597b85858a9dd1c7787ecf584284649c3e9cab2ba7f850e1297d2,c2926752bb8925b93703ee3a62634cc304ad7d5de1fa8b93dfa25c82ce0e5b78,lHEXjMd-L9LgND2UHlCFDGbk9NT8_VITPmXvmt_pEvf8CpQ01hNQcRqghfmfX62sje7K5iFopPpWwFUx9_npgw8
standard_rsp,B4F33C1D22051F22703A2B13E3440885,MID-EB9552C0F5FD8BE186783A865EF22B53,aura-smdpp.test,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,download,MNO-B,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,12207,accepted,completed,confirmed,1800902271,198.51.100.10,shared-smdpp.test,89049032000000000000000000000238,5643548ecfa2e3feaa1412d32fcababfbeba4cf864bfe315b49b8e5d2d772e97,6c49fa706964fa8a4768fdbdb9e4fd0d77b3cc34d17eeb756721018088e2f487,fdf1ae3e15b5d89c66ec4e9b0220ff21233d375ec72c555a0e67df80fc677e0c,MID-EB9552C0F5FD8BE186783A865EF22B53,a74d52e47c4a14a1340efeb768d6ff9f,,,,,,,
aura_rsp,9FC6F682A9D82100BEC5A65A03651350,IAC-D31E443F9F41DAC7524B19849D1E5EEB,aura-smdpp.test,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,download,MNO-B,PROFILE-18b6bb7e4ce0dd77f58b,9c9d6b0cdb7e7c1f487575f596b9f495f309c183c3eb20acb384bd432ea51b1d,12207,accepted,completed,confirmed,1800902271,198.51.100.10,shared-smdpp.test,,,,,,,Q3izPtWOO39BCqKqSPgH4f_Z4gRys9QY700F69Tg83EDGfxYalqs2Cav4JfNcgvF,2CbtvHXZUCaPl4CDu1jgWOVard0HDmGVkmgAvSZorJM,ZsaImxDH1VcafSxwT8m_oQ,gaYbYUtSQXihJqVa8MZi0DML6mzGMnrl7hRhiJu7nO8,d9d5bfe254de7b4c377d42a2e5e5e79683a948aba19600290e53d44f9462d441,6ef62d53339779547809ceac82936fee15580cae90e0c01cbd25f7364bae5475,okQkJGbuOLKKDTa-QBx20GxY1MgxFH3JPJ20EMGOhxp2Ouwp80IWwb908ebuYDYQFzoImsIHczXp8vYOHKbMLEQ
standard_rsp,3A34C04C847F9B518F0069F8C46C5259,MID-7276DEF3BA18584D98AE4C39EC0A78CC,aura-smdpp.test,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,download,MNO-A,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,12207,accepted,completed,confirmed,1801778765,198.51.100.10,shared-smdpp.test,89049032000000000000000000000076,8caf97f9af8bce73bda3af6a95869803cfaf9d34cc84889bbbf423de0ef10527,90afc9ea15016b6a2083e8e90da366177694cbaa6c0faed704ae9704139a177f,ac64686a91c980860f5ef465d55852867d1d3b1769d53b212147c0999f6992ec,MID-7276DEF3BA18584D98AE4C39EC0A78CC,00f063890b30dfaf9e96fb127582e36b,,,,,,,
aura_rsp,3AA6CE949ABEAF7DD38F70F40562DA28,IAC-FAFD1414D6540A1C1357E11BF99EA38B,aura-smdpp.test,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,download,MNO-A,PROFILE-00dd2cdad114c4d55221,307fd15d2c4c0d1bec85d868268893372d5d740a53e703344c17e95107c18984,12207,accepted,completed,confirmed,1801778765,198.51.100.10,shared-smdpp.test,,,,,,,scXmvMxC6ypGsee5TL_iFj0ynHVxAcYfHlcE0tAtdUbmUOF-eHekAtbd7YHVSP3U,dUXseKGeuvSszkNQ86OnhNHga3GgNVYqKCS3Aguu5jM,r8o5pe_krxTrCouLBnCsvQ,CtFxbwDE6hXMyIiSdAad9xnmXGQPU-y91PAdTzYtvaY,078633522aa369360133e92e5774baa843882e631d2d5e5f5986f19fad03ecfa,2dd09a3753dd4d3030d0a4b2bdbf7a9dcd18e7a79d3f1c148ee303bd0117d61d,Im2aqfu7Ad62PREKLFCKpy7yBm7Y9pn-4NpldcFSyqB6cSI1ZgVuq1EDuaaHY8ASqVKMK5WUia7Y_46ht35F6Cw
standard_rsp,D37F5A9AE2C8916EF175F4735048193A,MID-45FFE92123213C0DC3034A9FFF634CA5,aura-smdpp.test,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,download,MNO-B,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,12207,accepted,completed,confirmed,1802259062,198.51.100.10,shared-smdpp.test,89049032000000000000000000000055,3122418a9a2c97c97a4caa03073cf2534bc46dcc5dcb00abcb128d66aaf56371,2698adce70d745d537e180b12896e9dc13e5e94b28a6c29ebbd7aab919f5d7e5,5888164fe451342b973e787931cad711b71481c588bbf7d2f39624cb90d98bf9,MID-45FFE92123213C0DC3034A9FFF634CA5,4f4f1b0543b250ccd5d7582bdd6382e1,,,,,,,
aura_rsp,79C76C28D80F9D994B31B21B14D7DD83,IAC-BF7C6A9221C4ECB224A8C661CA252306,aura-smdpp.test,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,download,MNO-B,PROFILE-ecb3ce9a36e449407098,a882f9aca8b5d5a0a23445a17f767054966f82b82f73d35b0a1ca686faa6e1e2,12207,accepted,completed,confirmed,1802259062,198.51.100.10,shared-smdpp.test,,,,,,,pWp5gyt8yIO3mKWwLcGLVAal89mCMJnpVrT1l-YRypLLvd_qI8gD6ziqxj9IDqUF,A2-2e9ecavZfwlB1ur5NooKfjp_ZYeaQXEK0ks3GBtM,SMGFzujVEMoyVIG2wVUepg,kb2FbJo3ncJX6p23TowdRuCnUjz25brxqDk96dZzHzw,e2baef80d321b3ad02d99e14885cc7414bbff1aff43864de3438aaaed969c264,5eba257aad89e5c13edaf8f60b8cc89cb53adaac4493a6883320295862bbce4d,jX2z2gOSD4J4qb7gtpCbLVk-taE71pYxFtSAsDVr0Axw1VBR_1_vejwFRnytOUz5BkSJs4FD_IyOS-qKd0HarMs
standard_rsp,A4A0C3014ED6D0CCF2266D9A344D0A7A,MID-88F55E8CF2E2646719BCC5F3B8294602,aura-smdpp.test,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,download,MNO-B,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,12207,accepted,completed,confirmed,1802578795,198.51.100.10,shared-smdpp.test,89049032000000000000000000000049,cc2b11211a6c0af713c08e81d48696959737af22e3e930e3045fe2a83bc4aa60,0b088019f25864a22d1a8dc0eae965977bbd6a99c17aa2fbed6d1dd81dee6abc,66c3a60b19b8d4984760ab3c617492b8cce371c2eb85ef73b21849149b605352,MID-88F55E8CF2E2646719BCC5F3B8294602,e69ea3915e7ca8fd611316d242114801,,,,,,,
aura_rsp,0E502FD22FFC2153D0C379AF4ADFF0DF,IAC-CDA81B4AA58720E3E3E621B27914B2C2,aura-smdpp.test,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,download,MNO-B,PROFILE-c4da17f23318b76f5386,faf3523a1433db6454966d587efa9ba8a213f45b39631b30dbf270ad18417c84,12207,accepted,completed,confirmed,1802578795,198.51.100.10,shared-smdpp.test,,,,,,,WuslTcM_HjvlLXaQ7B81yReizS1G48ogD0E2rwu6DUl8ZwouDfqf66_hLtrXizHT,o8jAl5t7vQhTL84eIPu8lLv9xCrrF3Q7jj9MN7F6RyQ,92o7pvKmabVBY1XINdkTbg,nyHNzgIyA2d8NLF9Bfpd_EjaOfZnHe06SoI9w1-6pIM,ae1f172089c26f7a966de60b91249869d5c7ff3b46a919eb7d30003459a5e28c,ad3ac177a52f1aeed6456e60d4121530448c824e59679393a571b652a7ad6608,oxwLPYrpRFscN5HlkJH5SglMO9WLovTnK0xQrm2RQoJX85uWq9y80Zjb23tXJ0JfXhh3hLhZN2FBK4wv-71EQH4
standard_rsp,E32E0833EA84EBD5C9C39C9A52DFEB48,MID-9730DC48D0A68820F25EA5F7DC1EA857,aura-smdpp.test,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,download,MNO-B,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,12207,accepted,completed,confirmed,1801488281,198.51.100.10,shared-smdpp.test,89049032000000000000000000000220,ce58599d2e1f37d54c6decd6d9545acc9632ca33a1c462bab120b245fb333606,1df8a87635a6ac6473f987b8e5b4d425d6c1b254da541340a1298b4c3cf3da1a,a2ab3513412c3297074c66259734513488adb5bb29a14f3935cb266400cf309c,MID-9730DC48D0A68820F25EA5F7DC1EA857,f0955f2d0af9ca63c1a6807f958d93fa,,,,,,,
aura_rsp,FD94CA2D844834A781DBF1141C2CFACA,IAC-6DC575AD6095B301B93A9CBD649B4D43,aura-smdpp.test,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,download,MNO-B,PROFILE-b5b345d12e284dcc5682,9b9866535cceb982c353334c93b63e1516fd3efbae3f7974be92422990391b71,12207,accepted,completed,confirmed,1801488281,198.51.100.10,shared-smdpp.test,,,,,,,6M8NPCeBzclBxmZ-tHMemZ7VSarc6VtdFRaU_hGdVECIMUokYXRuxGFVF8OevWBP,wNj0YuIl_nN9BkuzTpYCNfJ6qCzuxe7hpz0DaGE2nrk,Zfdjdh0I6vh-zgu0SHt2XA,CFTBDKNudH0JgMU4_kdNA4lr7G14bIo55F3lXDI9ngA,d4b746e3dc040b4555f0b1229bfdd0b35a4b684b5a6dbaef3aa1024599ad56bd,6e6e9ef3ed55d23e6c859f33453cffcc91f331bef734711bac70fc0af6ada7e9,Gen0bJ-gadru_jXBY3RKLI9CFj0gGAPF7b0WG207eNk5mYWR3MgutnViIWLRiZ8W_97Uco9Mw-lCgZI_0gHWZZ0
standard_rsp,695E36428079FF1375C95BCEF98BF2A8,MID-9FD312CE2926E0B0D20D8442C306BAB5,aura-smdpp.test,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,download,MNO-C,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,12207,accepted,completed,confirmed,1800465466,198.51.100.10,shared-smdpp.test,89049032000000000000000000000094,cd7592d332faac648221feba529ffb3ded5e0110f1a4ffae6584f3e7ee52bffd,209898157c59f90ea3d932d9846acca2477489317c1d823d6fd01e23ce8d4145,82ca54926e4376f880be58d834bd4a7911a52df79b574b8116ccf5b1f5d3c14b,MID-9FD312CE2926E0B0D20D8442C306BAB5,bb9ccbac3e089ad2eb2f5f7788c89153,,,,,,,
aura_rsp,A50C93C927466728E46D70383A9EA30B,IAC-AC45CED38ADBF0905088E95922AA6339,aura-smdpp.test,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,download,MNO-C,PROFILE-b536dad7634f2b7144a9,74b43c9fe65d47f6e0dfa9a7d1d577b9eebf9c806f0010335d26502d534b3da6,12207,accepted,completed,confirmed,1800465466,198.51.100.10,shared-smdpp.test,,,,,,,cmSfNK9HfXbfSeWWvSzaVbuwDKFgGq_wvGjE3WClQH9hvDOyBh-fJvTBlEIlvZo9,3yZMDU_6qZ2vwhtunRxeky31jcenu_gmVsH8ckyW0A8,dHuBsyDyXoo2fSMwZFVe1w,R8XsLZ4riC9sFBGHiWRISdtlOdLDUpHWqjl5dSBxyjU,21f174160fddfc2ba2110845dfb06347179c57f9ef351b734d36cbadc5b307e7,3c55d14234fc35ec02961f57dd1c49ae5c36f272e67ac473fb19fbe5dc4bb47a,obL9oTXZZZOuxU_lQbYWJ8apcTos6_hD-k7aLalFt_gHe9XgQH13BN9yh_KGsaN1oDpBN8w4apbX6Wiv8xkaPVI
standard_rsp,27BE201B37425D17B5743084900BE022,MID-8F32535C3BF05B414F43A2B6D4A0519F,aura-smdpp.test,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,download,MNO-A,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,12207,accepted,completed,confirmed,1801601806,198.51.100.10,shared-smdpp.test,89049032000000000000000000000227,68d64ba1dbe6aa1fa1b3a43de96a3f8e48b3a773f9ecbbb9d06be325581c949e,54ef35b9e3824b79f2abad956bc4ba673f5c87e16ffb257aba29a51789ed2b71,47e06f3caea9e452c2324c436005abf9883958f80c65bbe1fc9626d247328cfa,MID-8F32535C3BF05B414F43A2B6D4A0519F,23f7a9673207cbc3f552e1bac4d88f6a,,,,,,,
aura_rsp,0E14EEFB4EA755F5B0C020A83A0F89A5,IAC-2BB27963BB37930A5AA596596EB2D7BA,aura-smdpp.test,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,download,MNO-A,PROFILE-baec7cb7a6ecbb3e4cef,ccf58c60bc1f40234c91461ab6b2496f15d89e956a5d7f594fb73a12ed8cfa3a,12207,accepted,completed,confirmed,1801601806,198.51.100.10,shared-smdpp.test,,,,,,,Pt8QGk06wnJxDDBv4b86-rmfC8Ks-W09tt2ufTPoNPvMLT2CG91T5YP66lAVw2-6,lP_dIxYuBlDtjbPLpW6SawZUnvzWD6TDnfwQD9waeR4,6-sIjJUd8JtSLGWOsJ8YWg,mr6fDj5RCCcMFb07fLe-IDuOcybiOwP7xwTwtohGVh0,4391f89ce629259aa364d0e7da701bbcc190a01f8ee790eaec892caccf8a4f8c,1ed008c970cb818c8b5d99ac5614fb399ee6a86d0cec069ee9bb0b9c91af0855,EXBMkNxZh0yUdrQd633rWJZ3j3hxSDvERHm1BpdxsxyEIPpnlyoqGJOLIGlZ_HcjoqR9psdpIinym_fPT-PUKKI
