protocol_mode,transaction_id,event_index,timestamp_unix,mno,order_id,test_account_id,profile_id,profile_hash,profile_size,network_egress,smdpp,I_ac,I_t,sid,pid_h,op,nu,lph,opid,vk_t,proof_hash,Bind_t_hash,session_public_key,N_U,N_S,serverOID,PRaddr,cap
aura_rsp,87A96A6895E62951406607DA14E0CAE6,10,1800252605,MNO-C,ORDER-6FCF740C59FEEF62DEC1141D,ACCOUNT-efe09520689db32bcba9,PROFILE-8248fb0a9b5caf44b0f0,4f875dc4f31e741f53210eb6b2ac070e4d0216e6bcb20dc18c03719cfde8a85b,12207,198.51.100.10,shared-smdpp.test,IAC-CA1BECEDC93FE6C952D2D11B082D3070,5_lMoO8Rg-YdYFd4fT2IGg,aura-smdpp.test,4f875dc4f31e741f53210eb6b2ac070e4d0216e6bcb20dc18c03719cfde8a85b,download,CGMwxcnGbjdR0UDUnuL5wBVNqAHPY5H2etZPyw6OtRf157fF4nDdNhsYPE2-9oIc,4mWNyAE3nPzGW11fkRgNVDbOfcD5PQC4owKKBYCrkI0,cLUG3DigTtFjpUvRn7uSyA,k5iU4qNhoRAu7-zvti-Db9mc_hr1vanKErehPLUlfOo,e512db37c766a0b3ee6aa2d85143f733de3603f709371019b72cb8d903b9f87f,8df61b7d204e0a6115e200a5400ce31cd288a6ecc648daaa0a7ad16d032d15cc,lyo3TP7FIttREYU5cgMJHx8YfcRCpL0zTd6Xyvd4o7klRQfiusEWzhmRBDFKxqNJy8Ujr5tlrdvpt-75Tvd0P6E,YU6EDiwnUUG0gBn3nSsf_A,sa4VAHTXVhQamnAbU1AfUA,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,0713C86ABA1CB4BEA7E9F15DD154AF1F,11,1800576801,MNO-C,ORDER-3A4A9D2FD3A726B18B016D8E,ACCOUNT-2edecad3bb7eabd18bfe,PROFILE-d9aa81c1b37ce674bd96,40c18647afede7c4d1de4f2972417c5131b68c1d7139a66ae7f7bbc3ce1b0690,12207,198.51.100.10,shared-smdpp.test,IAC-59EB283624078F4CAB6A7447AFBB15F6,JjDk5dh6AKcRgz7p3JmzTw,aura-smdpp.test,40c18647afede7c4d1de4f2972417c5131b68c1d7139a66ae7f7bbc3ce1b0690,download,6KxI0hLExCv_2Wuzh3gANq8bifQyoFIIHHGE4Hf4pdd8fnNyalplhnp7byn9LjUr,V5qljgR-iuNcx4ulusKiuurF2ojZtOQQgkFO4-crdTs,8aRVzHUNsu6yl_O2FZuoDw,G91izKx8_Mj-4cgyV8pwFHh9H4veGk7lCihHh-0iFYI,6efc3c00ea8aa1068500fb23d868bb53bd443e48fc24101936555206f637e273,f50e83c2a501fe63cf425dd956f007972fa3bc341dee85cf95a9e06bb393f523,SwdC-tV3_1qfgD2BhcYmOqEjhlj5eUoRKBhFcXxj3MV4AL37gWACo9rk10J8xUND6joE091bpfDjFs3xQgUGJZQ,8R8UwyueIoKw2fl6Jd5Fmg,kC-_GqBvrfgEbxUnc-DlDQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,E0ACECDAE2EE83F1064F82E80CE0A637,12,1800557233,MNO-D,ORDER-E91300C0FD96F7FDEB7B974A,ACCOUNT-5a9b26c5b50afcea65b6,PROFILE-5135b364664a26121a24,0581c91f85f6c68402c0b1007aa241633f884ce6f333644d65b4ae72e9fbd9bc,12207,198.51.100.10,shared-smdpp.test,IAC-94C8A864525B689F548B52E82C89BABF,nx7q77-h2yy_3tptf-4TFw,aura-smdpp.test,0581c91f85f6c68402c0b1007aa241633f884ce6f333644d65b4ae72e9fbd9bc,download,WZlcBLJE6Vw-yl9hWVkfBHPZfvzZx6OClnMi2w6pa6bpJM7iCOnqpMw9Eg82Hf4D,E9_C-OQW4WuE-6MWjWPEgfCj3wPPVvZULl7kSJE7r5Y,nF31oBBrGfbaL_w5oCfD0w,8z1SDGx7WGUofUCuFfWr-_GCZ_HYTeklzBWvMZNx_sw,04786c46c819a754c95897bb292f37ca1946be1ab42977b5c04019b102fc6c14,a9ff3fac554563a424a396ab8c8e8f7b2f1c47fe0cfe7d8594800f9e4334dc85,8GjJbd9UsHr3n19a8JvMG50U4DiCJzICJxd49zWYXrvzMqOgEv6YEJPEtcVGMY8FPeumL8074lbNdRlGe9P6LSA,tJb2iTflWiuYGfCs3QbuEQ,eW7RojJetAq9QtV9R3ULDg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,27795F94FFEE536463CA30BDDD58A14E,13,1800501685,MNO-A,ORDER-B65CA51D70202171897AD0E5,ACCOUNT-9ed2808d827682ce437e,PROFILE-d070750242d3e53a686f,e11b18f37dc8e77cf23af00ed5f4fa99f2ef2b5b128a0887d8b8b4bc7b1c80dd,12207,198.51.100.10,shared-smdpp.test,IAC-17D908C0EFE67E7F231F0C6D86BC7B79,Vkz6PQAyACdn4PD79yEu_g,aura-smdpp.test,e11b18f37dc8e77cf23af00ed5f4fa99f2ef2b5b128a0887d8b8b4bc7b1c80dd,download,XiuxCvTbmqve2CnYDFgaPd_dpg8kGOKfyMbRlZ3-JmGHwzcA6PFL9V4J_jNT98kF,tw8R_tgr1ca4X9pV8WE3z2sgfhLY5FAHIU72l5_hUlw,rUjWN38xclCSXzA2MI3AMg,P_7xre_CiwEXJ4XaRA_jSE-q46kfQwOSvbP1z6OdaXs,c1880f85c61acf0d9100fc487665e32cb120ce36bb4cf1340fa21f4e873b35c3,551d017d4db0dbb3f1f44de0b3e063db11ab98b676be159f6c335e9a271f3972,2P5JIEswYzVzD4MctLbLzbMTsu_auOAgpXdzEOlMdRT8oDUX5kfoOKq0UVH0wAkMLL-ysc8maDMnIiJPRNJEKGI,DyYX6VN-VDn-RK57Qqqslw,rZ7k0gnTlZ-VqAU61Qibng,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,69ABC622FAC7CA1DB6FF821DBEC54D7F,14,1800076309,MNO-B,ORDER-5EC61B5453AFCEA3D4E77146,ACCOUNT-d50022c2c558ec1d67c2,PROFILE-a37809c24bc987d54f43,12fda5de080c0d53ac7cac2585fe23e9abc5d6650b68df479f353b37e5b6254c,12207,198.51.100.10,shared-smdpp.test,IAC-D273ADEC4BA2C13B40534BCB9B304D96,ZRjeCg92I6sgbC2LTL9cUQ,aura-smdpp.test,12fda5de080c0d53ac7cac2585fe23e9abc5d6650b68df479f353b37e5b6254c,download,oRIYFDNaJAcTc5LsVRSwPpiHHbeZICjE5E0lZ5QA86-rRfP4IoWyPJ7i8NFe9Qq1,TQqMp0X4853CyQxDBUlfYimz5RtWMgDqxG3srt9GZok,fplUx-WmVRu4Ej9c8VuoWA,YfSEpvGyEqxTwE3-ZzzDeToStdQwAQtUR1RMBoLvZeA,8f42227f703e88a8055de5ce5576c9ac2b854496a645bb2db45b75ceb18f08f0,6793c3ddf6b473a406c4148cc150664d9ddd3f77e21f218684931bd02985bc01,X5xjNyRprvlxxXuqZLPzSRTeyrB8zw0CoY5CZAen8odwVjPfpc7cooTsGt9xsL-OgBn7eDzBj9Itd5zUZz794EM,xXgIu9nsCetpvIUpQRADMA,cDKikGOJDMVSvfhqOAVnRQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,430C39AA98FD62C0556E7494B23A1D69,15,1800509073,MNO-C,ORDER-19BC222FACF6580B9D068BA1,ACCOUNT-09697e495f91f568421a,PROFILE-5d0dbb7081b917210725,b43441f42dd278974e3cf0a2e46dfdd16e77c40c04fa474347c3131afaf628d9,12207,198.51.100.10,shared-smdpp.test,IAC-DDF739E5EF2FCCEB2C9A2E0AA2FA5711,W_4jX1HkMGG4OENarg75OQ,aura-smdpp.test,b43441f42dd278974e3cf0a2e46dfdd16e77c40c04fa474347c3131afaf628d9,download,7lgq78Hb-JgDZxz_wHqFOsTwteUM-bWIsTEui9dRiPluq088w6FYuVmAXRCNPj13,ZK8BHyUMbDyX884o4a0e0wWC3TFz5tZJ2vRJWL22YRM,KMAVI3GzGqDo5TpempEO_Q,MkpSyUdB2cE1aBFhAcoPSrmjoqPWJ9D-w_CJX9AC2Yg,da6b7ab70ed38289da00e8d049155f7009d8dfe19ebbe48ceec8f61623867a7d,8adb52741ac759ced563525e2ca03e42c45e132dd733465fe08c0e1a61a4a309,A300X3mj439X_-ITcBV2OirXOIJZ_Om66Rxdoc3xoIC_aAeuDZSqQiDXVOSyNXe-4_y8csHFVsTiqvRxKnkvyQM,HwrU03OIS3pb1kfFsOq2UA,FJOVWjA-210PaqwLZxx9Ug,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,3F4F2D668F5EF15AA89F5D69CD5CC047,16,1800541556,MNO-C,ORDER-C9E90D61C5D74182CAA9AF7B,ACCOUNT-b66119748468c66d8ff3,PROFILE-746c81e105de91d831f5,9db0c2ece72f907d52b26a0fda86dbd4d863d7244f5df76c79a62ff3183f9127,12207,198.51.100.10,shared-smdpp.test,IAC-72AB3CF088509B2A936C4593B1DB5A3F,EsNlmncKBFJDRmh2AnZfhA,aura-smdpp.test,9db0c2ece72f907d52b26a0fda86dbd4d863d7244f5df76c79a62ff3183f9127,download,kAxzXlSZPpg9hE0UNcegOu_v7apcdYBilMwfLOFWZPIVytXlx_-v2aJ3cYAcSCa3,KTzMzFv5pmPilfJ-IgooP1Rr1--SMfntnCvDPs-IsiI,XFLqxb9EP4fYRCkz59H-IQ,g01I91LK-GDhBIoMKWW73cgmyP6hlcRDI_Ygi1Gt9B8,ee68e00f5f76a214ea8234c5c16959795ecc02c51f293c235d8c7d5df92a3a48,195de812fc8dde1f826e3b2679da9b165eeab2aff53597ad0123b6ac43f8c0a0,sPkp7lGTg9n4xbimWcA-snEZf0jOWWPBWuuDC0zSiP8m2Zki6TJ6QbiHlICXVilgyKdm3RppKXmaWy5IOLPVBbI,fJaPlee5Lce7tJKUfdKNHA,EbSlElExBBL1wTtMN6l3Zg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,A906B15B22A7735F114CD8973DCF056D,17,1800335554,MNO-B,ORDER-EFD0EFCF323E29C64E50E7BB,ACCOUNT-8d7d34ee9254fe4b8087,PROFILE-bf7cab97c2e61d045321,03c1cabb71b2877bbbd067d02de2f8fa515753687613674fa67876d7401d89a8,12207,198.51.100.10,shared-smdpp.test,IAC-925379A0BDA5F56962AE481AD1B38912,y-U_fdLfn_Kkgn2gzR_C0Q,aura-smdpp.test,03c1cabb71b2877bbbd067d02de2f8fa515753687613674fa67876d7401d89a8,download,9xjO1KfIy6aLfbNeWmlbBgPV2LutIgTASJjNvXIQWJFcVD8x0_vwL-8k_sgaiBc5,V1LsoiWIWNxkgD_fHPxwdBYXrpKxgVDMenfe2S4chTY,OELYYpzjItIUNVcuw0qoVQ,5dnzG8G1FWMu-QHbvLo8xTgVa3hEWMD4XsZ8TF6ldkU,202ac508b97ea6e8497c20a69032ec235c2b5c85245ab0f1a42574ba4b3c59a1,7a380693c7e40529795e475b525b16e69328c007c2e57b5a5df22c0ecef9f695,xDdXrvprR8oPiB3142SCROjY9V4xB-gxA3d2hpS26APY1md0Mn1j1YPrGtGeYEVU8sJobCccHLQdYhctPggCx0A,WdGkKPA-s0DkpJL76_uaTg,IWJNgeVu3P0vB6xWbLsuYQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,E460DA32616E36EBDB8015836B3E5003,18,1800268210,MNO-C,ORDER-F2A89F41C73C7BD52D8F0714,ACCOUNT-234fbc97276ee77517d8,PROFILE-210efcf86480a62a8020,939d4472d8895b1615ef10c41068b62b6bd24035e9a7560f6c545ada1cfc49c0,12207,198.51.100.10,shared-smdpp.test,IAC-2B68465C3332A570736CD715BC2D225A,4W2rgqEkoA5KBWAlpCKLlQ,aura-smdpp.test,939d4472d8895b1615ef10c41068b62b6bd24035e9a7560f6c545ada1cfc49c0,download,mV7XDMjfj-WVnDKhOG-abG2lirJIsUt9CdpDfPemM9l8xvlig7AQ88ZOk0UvpInd,H0OGO6gs3sLk-jtc-FKLwpaXdT-dyRceeMCpze1_Efc,BrYISZ67rZ7a6LOfNDYpNQ,shN142Q5x8cZO7kBVwaHLDxuMg9Q9HCRF_Uu6uiCtV8,4826faffe2dd2b88dd74518ce7c06022b6204e51617246f08f5fa3b82e6583c7,80382d1df24b5d40aa08a87f58d2be26eb4e8b256efb3eb42ea5fdfb6e64f974,zTeDvlifSkfV1B1BaQ82BXrko8CPcyA1l--fJcZ6mejLkeZlOVJIYeJfbpxUP8tu1Fddhi6fXLgLH8PVqtqgzr8,mdj0rk7q41mkmFfPG-ChGQ,dkdFr9o11Ck-CaPrX_OBMQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,87411055A022D547FCE682C40B40C58C,19,1800329850,MNO-D,ORDER-DA8752DCF9F6295A92C01D81,ACCOUNT-9b2f816299ecbc05307c,PROFILE-6db1816afe59e4c6c000,bc18862acddf41bd829a050446b8c142ffdf7d1e3efd25cbc3729ebf2b79960e,12207,198.51.100.10,shared-smdpp.test,IAC-BA249F3CFC8F275CB3B97283DC91EB51,dg-mSu9v4x8aI-drMBRknQ,aura-smdpp.test,bc18862acddf41bd829a050446b8c142ffdf7d1e3efd25cbc3729ebf2b79960e,download,2YbG01MkYN8A48tIWwe1hbiX1yko_U-vA6lov2m9kP_RG3dAe-GNGkACSDKJqNqU,Tcw--DzS8ppvHAW-8YT_lSbBTJflRD5ku2q13mBsm9k,lRUJ-fPssq16CmoWkHM7rA,XPNuGdxL9AHQXshp8kSpp6FG9J_Egg6gbebr8iuFWRg,3c7baed5ef5a2afece3eeef32d0eaea4ccba2cf0a5e63b8f773f304aa07b26b1,c877b5e027433a3078fbb205c47d60b692a8323b4f0c1330d0e9ea408145d9a2,pXL75aPACKn90AhmYscVEXfZFLYUbhEBaUXZ863Mn57OAImlziAGmU9xNPytXd1VVizBILsW5qpeJ8RPlyGUM8o,ghCm687URSnID4czjXI56g,dtJDExKe4yfQtydl7Zpdqg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,141090A8EFC7076090362243A7193282,20,1800294855,MNO-B,ORDER-ABBFA6A12C3B361E44A8E4E9,ACCOUNT-0a0821899ff474bed771,PROFILE-6a7ccd2461f216ed1458,2c304617446108a19f1e2f82051e1d94468dd6d3b9a6f7f0337bbf9c24e72c0c,12207,198.51.100.10,shared-smdpp.test,IAC-7C90C2B3FEC87586701BAF75BBA645CC,ze4mqpRcPh7streuuVj53g,aura-smdpp.test,2c304617446108a19f1e2f82051e1d94468dd6d3b9a6f7f0337bbf9c24e72c0c,download,P1cK3ObZKbe1-mumX4USM5KUXdAwNgrWjnrB00McwvyuevlVl95Dch8ZOhBG7sF0,1FQ37mHm_bxfgF7FTiNladaMSyh3uJhOw7HotO5900w,erXIuMqYPuTcso83mO1hsw,iV-UEyQQpMy7yOqqL6qf6EyrjTLAeE6NGgIiUPeHz8I,3a39ae61a667410a72265f6611decdba81d91a9cb3d0fe15ea983d3a461e7fa6,b0525aec8bb3b113f135936c893db0ecb6dd1f37f8864504402d82e2c9f15881,bNprEkPD-KeXGgoFbq0-81q85Rkd4lW774gjzH8m8mMJqBQ0mcT0TSrVGg1VAkw6FULqTxX-vnj0Ze7DOiWIJEU,RN_T__u2qDK8cgPnTpX2gw,k3WqP5H817xVHlFuRNtoOg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,06D8D77D450F41117C9463E2BEF1F3AE,21,1800301091,MNO-A,ORDER-4F92A79D694008EAF8F63DF6,ACCOUNT-60e42016f89fc1f12b5a,PROFILE-324145b2810fd6b31d30,c6cdda19e57061369ae124623fdb6e33e7984102612401c08bf9ba905e51ee0e,12207,198.51.100.10,shared-smdpp.test,IAC-28365723898A79E9FB4F4A125FD28C30,x82XN8UyB5yNKy-Hx6mV6Q,aura-smdpp.test,c6cdda19e57061369ae124623fdb6e33e7984102612401c08bf9ba905e51ee0e,download,9wPYu9mnsXJhFnu16t_aza9vZPrccttVfpYdxKTB50BLw7K3F80jsJ2Mgqu0ILWa,tZg-5lFYWaUC4kACyvF1siIhC6ei5BjiHN1qDwlTIeg,CBFZVnIT5KCbsTesm4QNUg,1F4jWLWe0BdKm2BdBKERtpaqXiat7QEZwLqcFnMB9sU,eb6d2218ac689830af46ea4a799884bf83375d729b31afde88fffd50a954cd26,78d74246480450920a4f75805bb1bea4f94096ef927aff1a23051a18079b309d,RlGf1tYmnEPekMFBcgaivpEJQGOhYQdNFfrYYzyvzlNNKbHTPUFnXmc5yj8E_wGKYREdBY8Q9IV4vdAGoY7WHF0,N9-Y8rSurPIjhv-r_0wtPg,b68plV6cQzhcY4whO1mpDg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,4F502921E3A8D058878BAACEF8B54009,22,1800180838,MNO-C,ORDER-72A8344A0ECC62652A909E03,ACCOUNT-f910cd633d1228601bad,PROFILE-8bdcdcba343b56568f17,4b4c91bd8f7a1f81481403d3cacd19ede5d158006fa0caebb04a376de71a3d35,12207,198.51.100.10,shared-smdpp.test,IAC-E694C9F934B1FBB5AD0C4FB4E77FAAC4,VB5olIxKrzC7YDvONB-JdQ,aura-smdpp.test,4b4c91bd8f7a1f81481403d3cacd19ede5d158006fa0caebb04a376de71a3d35,download,7u00PfncGmMP4_-LIA3AHUUGoD8whmHCETHd0LLKbynxBwVtN5umReuGijZn56Ji,HU4Ad8q0ORbv3PXSsHi3Mqzjbmd7cJyE6YJPLKEDaSs,3NL-UiAtlqedoHb2ab8WfQ,aSuYq0KJGa2Q2hjt6THuFiDDoABaoha0R8VNjIjsfuE,8e827e985d3c532be4932c1d39b7777e8ab92801b2f362611b5693a35243d6c5,848e53a74322548b935a492ff4b17376e41095313ca315baf5fa54a2ee9323d7,utNZ8vBU3dayhf9HDiAHwtqcsOfh1QeI4TBzJTgMu65nB6V9z2FoZgKq61NDzlHX4ToEUnLbQysDFfHPNDG-w4c,rdc_Jk0nQMPdm0WBXQMYFg,x6wdL12jWtxe-wTr1M-iGw,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,FBB46B27CDBF201FF5AB66BF5D82A616,23,1800486643,MNO-C,ORDER-D2789BDD424A66719BA21424,ACCOUNT-94ee7ea52c8bc3a3228c,PROFILE-c51f9cc2aa6f38ec01d1,a2241baa60f6687e9564425e76ac74c00ee0f02ef8504e88bbfca8aa4d42df50,12207,198.51.100.10,shared-smdpp.test,IAC-FE692DB7AC92789B742273CC5B025870,x6C4W3L5yZsLHps1Ug10iQ,aura-smdpp.test,a2241baa60f6687e9564425e76ac74c00ee0f02ef8504e88bbfca8aa4d42df50,download,BI5ehmLKGRlXdtxvv26ud29042mTDB-ld1zzsI2YJWA96buC-nhT_UhVmvHNl4wM,46nXkRIr-3dNMC9uHDvgQkBjtAhS8Gh3ZVyyPAMx1Kc,uhG7Ssr96rFQ058sHEBY3g,84qH9p8PQDUMeftYhyhcZupt3Nz0Bk25ivpObOSS6yk,207c36a9b7a2041913c37b352e349dada1e2b8bef91d5ecaa0bb8553ca1e1067,54a14d4ba4e454a6006e190f8f2679cedf33bc03e33e59db251ab3ce3db5a53a,QO65I5GbJIcVs8LvDAybIOahEmqlH7oYqM1oAUVUGQMuQqkY47UqgY69YUK9ABCtxbKo7kcveV3otiJYX3x-cOI,ygJUMxU2hEVYNbTKtC7ENg,sU40wNmPA1RFSNJqWUFkDQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,87A8087AB7203B4235D40323FF93611A,24,1800499271,MNO-B,ORDER-CDF93AF007EF27C27298BACB,ACCOUNT-2cf0bb85536e9531314a,PROFILE-bd0624048619154ab8a9,b1df5384e63f6f59efbda9c5784b3991a841fd58083b37cd8cbdec78422443bf,12207,198.51.100.10,shared-smdpp.test,IAC-9538CC5AD84FBF317B1006F93B9F6921,umJQ_66D6k12Ve4tUJMCbA,aura-smdpp.test,b1df5384e63f6f59efbda9c5784b3991a841fd58083b37cd8cbdec78422443bf,download,nNQgwOI-1LNzAsETCMbdy43nmIVgdET80SVex1MzMBRf82UyEcyQzak5cTbVBSkY,uMQKDG3vmwlD8F1VgTWOSPheOhYq__5_jckbzVcLIUk,OUocbmXPY5wP6W9_-AVpdA,EFhr19T8pwVVNylhJYyXHlq-owvwcxKs9pVcx_3ZsaI,eb9111c6915585afcee8e47e101a482c3fd299a0074848d9db1b644668bdc38f,8103513e11f7932c5cb79f6cc11e7f0e92372f01e51ca3378c35946026fbd6c1,zhqAJCTMGKZzM3B8dvh8qh6outic9vHGxaWDaiRnjrKzgMKM2U0tJ6d8SCXfU73XVNZYGLwU99Iqu_3FESDBt9Y,vsD6mtVeH0T_cenIR2qhDw,TgMyhjlMoIIXtp12aRX7Wg,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,019DE36DF5096BB9E75F7E04E9C7AEB4,25,1800387972,MNO-D,ORDER-07E7AE5E3C5C8051A4F13007,ACCOUNT-f92cae02fc0de523fe39,PROFILE-fe16c927f8dac167e3d4,5a9ef51ec591da26cf2807e3c47e1b5aa918311cc4d20906ebea20f1b1c9bb66,12207,198.51.100.10,shared-smdpp.test,IAC-01FE26FA3FADF3FB7B132FABE850A893,1s9Esi-2alYtxa1TrfUVuA,aura-smdpp.test,5a9ef51ec591da26cf2807e3c47e1b5aa918311cc4d20906ebea20f1b1c9bb66,download,yLxJbBJdq6u3g5rh4Efg5r-uvxxEXj1k_ioMVTdbP5jTpKUagdQrC4cbkUI87t8b,k0Tx5Epacnl5dljmjDlvNMUwdvMDpASMuWpVjcxNHNE,oT-Twf42V9_MAmYijjwxoA,PqBuwI4Fk1DQkP3PI8rG047d0eV7NMxT9JmweoKxp1U,e062cd30b5708734b116454964f0dc29e279e3c5cae25baded39e77f37fe8351,f09829c5307e4ed8cc97fdf2b150d6649aa8a9a569934bad2901708aee654abe,4iOlcN-0HW_XLSUrfXtZwNErYoTEc3QVmdmWcVflmnlBYK_KHbdH_yvblx64IXZ8-EZHXkRPIfKR1AgtxFH_gc4,iNl8AJuhIRO1AF8eSBEU7Q,EBHafZLH2bkteFvKDrHwog,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,DE197A0948A8086AC5829B6609439C1E,26,1800314900,MNO-B,ORDER-25913608E25BDC9530CB5071,ACCOUNT-53000334d9fe91acc804,PROFILE-b91e03a1cba26025f2c6,cf9ca8cab9a62f17e2d4de9909cad117eee526c6e8bd6d345733046b22df89d7,12207,198.51.100.10,shared-smdpp.test,IAC-19F30A2C61252D39E0A49D7522F9141A,sLGg5GCrzcMsfLbfbWfIRg,aura-smdpp.test,cf9ca8cab9a62f17e2d4de9909cad117eee526c6e8bd6d345733046b22df89d7,download,sHtW-jEOl8YpH9eJ2dtwSLYeHy5kngFx5hRnkFql9RsIJQnD4QrZf1u_t3ayLnX1,cIR94lHISXY_mNvfP8cQHkz4MnxtveXASYyWGjiuJj8,zGlMzV_cTpVjq0LPZUZBtg,KUVoeOJ8ajcUJN26vQdwE6A9L9C_ZcvuH9sEGz9-aho,34663836daafca988d5b1f99e6c9e348264bcee28be23cd9355ec87f922d4d6d,243a27294f13574b9fea0d298e018a20141c469297fc4bf5be02bee3190b4928,BP8JrjvSbwcGuq3s4pdtuCjCLrh7T2e6ZwWS2WE2_cybUA_qLUjKDZlHeySm_DHSMhIydJCyVo6WeVMmWRe6Q5I,Z2Tb_oRMlwKoDn7I2a3pgg,0B530A1r4sXk-pH4dJKWsw,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
aura_rsp,E99CD794630A13E587EB7DD4DEA0F15A,27,1800555110,MNO-A,ORDER-A02CA9D255AF2D1F38F7A200,ACCOUNT-abf672154b0862e0d6ed,PROFILE-6c1f3a878a5bae25cb02,6a51c809106f6f3741a68081bb855eef77add91ac873e8f952ddb6110a5e6f01,12207,198.51.100.10,shared-smdpp.test,IAC-4CAA9E1D0879672DD3106F7CB28D7551,UUW9qUg-GNBMLkLRe5X-ZA,aura-smdpp.test,6a51c809106f6f3741a68081bb855eef77add91ac873e8f952ddb6110a5e6f01,download,Y25H-qJxtgQqQH7f3Ks8V3UACcd5biOcCMwljpWMtP_6W32YMRbZFUsKfjDLKfQm,Oju9orosXYvqWIloGIDjCfUBOXMvfljH0-StWW0vTzA,oFjHmhBv7KPAtXnmijckkQ,ZTJrJkXNFrydaNjZx_QxxuN0vhVt_9HfviX81BWmIhs,f19ec602650065b6bc624b5abcc650054cab92f36d0d83cd5eeeb9af3e18648a,ae05568a6070a9c59e931d015885f3917b86b0a9de1ebf6ecbd3b0846a498956,vjcN6pbO4SwrnZ6rL-jVKezPFNAJQTEJk5CTJnFgb6TJM2EiE1i49K98BcwdXqo1UGhqENtc6iPE2ZCtgNJl16k,lEQH4h3KEUG9MUyPwzEbPg,f-5w4ZlseUhWZONLCXpJkQ,2.999.10,aura-pr.test,"[""AURA-BBSPLUS-BLS12381-SHA256"",""ECDHE-P256-HKDF-SHA256-AES256GCM""]"
